,method,value_error,num_rollouts,vf,level_one_children,level_two_children,k,exp
17071,PW0.3,1.0224013662875828,20,Relu,3,6,1,0.3
17072,PW0.5,0.542271244694978,20,Relu,5,12,1,0.5
17073,PW0.7,0.9628129152666851,20,Relu,9,11,1,0.7
17074,PW0.9,1.009412528967626,20,Relu,15,5,1,0.9
17075,AR,0.7395942823596755,20,Relu,1,19,1,0.1
17076,PW0.1,0.5122596967181618,50,Relu,2,4,1,0.1
17077,PW0.3,0.12101693284910353,50,Relu,4,10,1,0.3
17078,PW0.5,0.8361489564772726,50,Relu,8,21,1,0.5
17079,PW0.7,0.5160468391156627,50,Relu,16,32,1,0.7
17080,PW0.9,1.147174268434628,50,Relu,34,16,1,0.9
17081,AR,1.0047121541715485,50,Relu,1,49,1,0.1
17082,PW0.1,0.6961681760436979,100,Relu,2,4,1,0.1
17083,PW0.3,0.7890525166816786,100,Relu,4,12,1,0.3
17084,PW0.5,0.6106809574886143,100,Relu,11,36,1,0.5
17085,PW0.7,0.0890724244783414,100,Relu,26,61,1,0.7
17086,PW0.9,1.0396860270915826,100,Relu,64,36,1,0.9
17087,AR,0.3056094066311468,100,Relu,1,99,1,0.1
17088,PW0.1,0.8926239887674716,200,Relu,2,4,1,0.1
17089,PW0.3,0.11540158696804292,200,Relu,5,18,1,0.3
17090,PW0.5,0.12782384844501438,200,Relu,15,57,1,0.5
17091,PW0.7,0.4063073331242344,200,Relu,41,120,1,0.7
17092,PW0.9,0.7248829358413187,200,Relu,118,82,1,0.9
17093,AR,0.0851653779817062,200,Relu,1,199,1,0.1
17094,PW0.1,1.7745257799747125,500,Relu,2,4,1,0.1
17095,PW0.3,0.7000094941811059,500,Relu,7,28,1,0.3
17096,PW0.5,0.5098981874556177,500,Relu,23,112,1,0.5
17097,PW0.7,0.08346938863157194,500,Relu,78,284,1,0.7
17098,PW0.9,0.8660285928344302,500,Relu,269,231,1,0.9
17099,AR,0.006753782330245928,500,Relu,1,499,1,0.1
17100,PW0.1,0.3962781301731525,10,Relu,2,4,1,0.1
17101,PW0.3,0.06562801697079546,10,Relu,2,3,1,0.3
17102,PW0.5,0.351673584512044,10,Relu,4,6,1,0.5
17103,PW0.7,0.2550864259878147,10,Relu,6,4,1,0.7
17104,PW0.9,0.20578624640719978,10,Relu,8,2,1,0.9
17105,AR,0.2481829288955233,10,Relu,1,9,1,0.1
17106,PW0.1,0.10624268293949535,20,Relu,2,4,1,0.1
17107,PW0.3,0.7604498536365547,20,Relu,3,6,1,0.3
17108,PW0.5,0.0671533100063868,20,Relu,5,12,1,0.5
17109,PW0.7,0.47801714432762554,20,Relu,9,11,1,0.7
17110,PW0.9,0.31401582710248066,20,Relu,15,5,1,0.9
17111,AR,0.11007771669300026,20,Relu,1,19,1,0.1
17112,PW0.1,1.7345845782686438,50,Relu,2,4,1,0.1
17113,PW0.3,1.1888934024880093,50,Relu,4,10,1,0.3
17114,PW0.5,0.1857116241515826,50,Relu,8,22,1,0.5
17115,PW0.7,0.013760902868971137,50,Relu,16,31,1,0.7
17116,PW0.9,0.09526140002635763,50,Relu,34,16,1,0.9
17117,AR,0.3523150842594205,50,Relu,1,49,1,0.1
17118,PW0.1,1.921984714956134,100,Relu,2,4,1,0.1
17119,PW0.3,0.009769693759496434,100,Relu,4,13,1,0.3
17120,PW0.5,0.4906489169193755,100,Relu,11,36,1,0.5
17121,PW0.7,0.13491504121106979,100,Relu,26,65,1,0.7
17122,PW0.9,0.21630089090301996,100,Relu,64,36,1,0.9
17123,AR,0.45655142867165155,100,Relu,1,99,1,0.1
17124,PW0.1,0.9094796719147502,200,Relu,2,4,1,0.1
17125,PW0.3,0.20540003245836913,200,Relu,5,18,1,0.3
17126,PW0.5,0.21172846965085035,200,Relu,15,56,1,0.5
17127,PW0.7,0.023041247379961938,200,Relu,41,121,1,0.7
17128,PW0.9,0.1361610613958084,200,Relu,118,82,1,0.9
17129,AR,0.042664449120586534,200,Relu,1,199,1,0.1
17130,PW0.1,0.3794973475254282,500,Relu,2,4,1,0.1
17131,PW0.3,0.049934352842182284,500,Relu,7,28,1,0.3
17132,PW0.5,0.017700576835322446,500,Relu,23,116,1,0.5
17133,PW0.7,0.007019812788215951,500,Relu,78,281,1,0.7
17134,PW0.9,0.24020115598710445,500,Relu,269,231,1,0.9
17135,AR,0.0008203710859064905,500,Relu,1,499,1,0.1
17136,PW0.1,1.699976126623502,10,Relu,2,4,1,0.1
17137,PW0.3,0.4638623691519763,10,Relu,2,4,1,0.3
17138,PW0.5,0.2667130255187766,10,Relu,4,5,1,0.5
17139,PW0.7,0.25904941890961863,10,Relu,6,4,1,0.7
17140,PW0.9,0.20816410378579198,10,Relu,8,2,1,0.9
17141,AR,0.6649530524931664,10,Relu,1,9,1,0.1
17142,PW0.1,1.0288460920731533,20,Relu,2,4,1,0.1
17143,PW0.3,0.3112631391788292,20,Relu,3,6,1,0.3
17144,PW0.5,0.41059473669182633,20,Relu,5,10,1,0.5
17145,PW0.7,0.2870325263429674,20,Relu,9,11,1,0.7
17146,PW0.9,0.4545689993382922,20,Relu,15,5,1,0.9
17147,AR,0.12623718759894675,20,Relu,1,19,1,0.1
17148,PW0.1,0.6294937067029833,50,Relu,2,4,1,0.1
17149,PW0.3,0.4714876664962757,50,Relu,4,11,1,0.3
17150,PW0.5,0.33653181270733734,50,Relu,8,21,1,0.5
17151,PW0.7,0.11882290329104128,50,Relu,16,30,1,0.7
17152,PW0.9,0.15837208715513063,50,Relu,34,16,1,0.9
17153,AR,0.008014847704282513,50,Relu,1,49,1,0.1
17154,PW0.1,0.4846371149749711,100,Relu,2,4,1,0.1
17155,PW0.3,0.09091303662715333,100,Relu,4,12,1,0.3
17156,PW0.5,0.11565846558508097,100,Relu,11,35,1,0.5
17157,PW0.7,0.06083897912501657,100,Relu,26,61,1,0.7
17158,PW0.9,0.12767177719386202,100,Relu,64,36,1,0.9
17159,AR,0.08037923627691734,100,Relu,1,99,1,0.1
17160,PW0.1,0.7728649747966636,200,Relu,2,4,1,0.1
17161,PW0.3,0.6822852811569167,200,Relu,5,18,1,0.3
17162,PW0.5,0.4364981430134849,200,Relu,15,57,1,0.5
17163,PW0.7,0.06616851966794801,200,Relu,41,121,1,0.7
17164,PW0.9,0.0887155653076066,200,Relu,118,82,1,0.9
17165,AR,0.08685231992743647,200,Relu,1,199,1,0.1
17166,PW0.1,0.004658782654378246,500,Relu,2,4,1,0.1
17167,PW0.3,0.2368289719270198,500,Relu,7,28,1,0.3
17168,PW0.5,0.16133499963329268,500,Relu,23,115,1,0.5
17169,PW0.7,0.06229010284882852,500,Relu,78,281,1,0.7
17170,PW0.9,0.06807706182088635,500,Relu,269,231,1,0.9
17171,AR,0.08756468796471184,500,Relu,1,499,1,0.1
17172,PW0.1,3.890936725693889,10,Relu,2,4,1,0.1
17173,PW0.3,0.9435645651753546,10,Relu,2,4,1,0.3
17174,PW0.5,0.7406769935266553,10,Relu,4,6,1,0.5
17175,PW0.7,0.39198692010656755,10,Relu,6,4,1,0.7
17176,PW0.9,0.8353956398945206,10,Relu,8,2,1,0.9
17177,AR,1.2132932318383878,10,Relu,1,9,1,0.1
17178,PW0.1,0.2218459699597104,20,Relu,2,4,1,0.1
17179,PW0.3,1.8911295815428277,20,Relu,3,7,1,0.3
17180,PW0.5,1.655750810003772,20,Relu,5,11,1,0.5
17181,PW0.7,0.4883219265532621,20,Relu,9,10,1,0.7
17182,PW0.9,0.4189794306777226,20,Relu,15,5,1,0.9
17183,AR,0.07374492312921066,20,Relu,1,19,1,0.1
17184,PW0.1,0.4403363469406565,50,Relu,2,4,1,0.1
17185,PW0.3,0.44508955141541495,50,Relu,4,10,1,0.3
17186,PW0.5,0.6948178767570241,50,Relu,8,21,1,0.5
17187,PW0.7,0.48000313933783567,50,Relu,16,29,1,0.7
17188,PW0.9,0.3264896136023814,50,Relu,34,16,1,0.9
17189,AR,0.6208513547917276,50,Relu,1,49,1,0.1
17190,PW0.1,0.6815089985964513,100,Relu,2,4,1,0.1
17191,PW0.3,0.4950400551199321,100,Relu,4,12,1,0.3
17192,PW0.5,0.457457587327021,100,Relu,11,35,1,0.5
17193,PW0.7,0.411862750673188,100,Relu,26,65,1,0.7
17194,PW0.9,0.08230276353700905,100,Relu,64,36,1,0.9
17195,AR,0.006972866142240797,100,Relu,1,99,1,0.1
17196,PW0.1,0.6432162095670684,200,Relu,2,4,1,0.1
17197,PW0.3,0.642494348991981,200,Relu,5,18,1,0.3
17198,PW0.5,0.13039509930494164,200,Relu,15,57,1,0.5
17199,PW0.7,0.5258610372144292,200,Relu,41,124,1,0.7
17200,PW0.9,0.3711662745178841,200,Relu,118,82,1,0.9
17201,AR,0.006471013783182045,200,Relu,1,199,1,0.1
17202,PW0.1,1.0640351858753119,500,Relu,2,4,1,0.1
17203,PW0.3,1.0555915686839863,500,Relu,7,27,1,0.3
17204,PW0.5,0.3420917297073829,500,Relu,23,111,1,0.5
17205,PW0.7,0.38834965985289616,500,Relu,78,289,1,0.7
17206,PW0.9,0.10852323723368884,500,Relu,269,231,1,0.9
17207,AR,0.12715961339090964,500,Relu,1,499,1,0.1
17208,PW0.1,0.20017615751075857,10,Relu,2,4,1,0.1
17209,PW0.3,0.2315260029119841,10,Relu,2,4,1,0.3
17210,PW0.5,0.5507652548409778,10,Relu,4,6,1,0.5
17211,PW0.7,0.04927098730036894,10,Relu,6,4,1,0.7
17212,PW0.9,0.6856934838301434,10,Relu,8,2,1,0.9
17213,AR,1.2499515361578915,10,Relu,1,9,1,0.1
17214,PW0.1,0.28747988178784345,20,Relu,2,4,1,0.1
17215,PW0.3,2.0739070220671514,20,Relu,3,6,1,0.3
17216,PW0.5,0.7432430831525751,20,Relu,5,11,1,0.5
17217,PW0.7,0.18088505094162022,20,Relu,9,11,1,0.7
17218,PW0.9,0.5538531860151277,20,Relu,15,5,1,0.9
17219,AR,0.0677331772732428,20,Relu,1,19,1,0.1
17220,PW0.1,0.5863861143865665,50,Relu,2,4,1,0.1
17221,PW0.3,0.5323055588447585,50,Relu,4,11,1,0.3
17222,PW0.5,0.3910217580470765,50,Relu,8,23,1,0.5
17223,PW0.7,0.14533795047861542,50,Relu,16,31,1,0.7
17224,PW0.9,0.25892640466004346,50,Relu,34,16,1,0.9
17225,AR,0.6983232802225923,50,Relu,1,49,1,0.1
17226,PW0.1,1.0665771625797844,100,Relu,2,4,1,0.1
17227,PW0.3,0.9267214431286295,100,Relu,4,12,1,0.3
17228,PW0.5,0.2503689740130186,100,Relu,11,34,1,0.5
17229,PW0.7,0.45604893572313987,100,Relu,26,62,1,0.7
17230,PW0.9,0.8413017360769137,100,Relu,64,36,1,0.9
17231,AR,0.2082015479532653,100,Relu,1,99,1,0.1
17232,PW0.1,0.7135826495560083,200,Relu,2,4,1,0.1
17233,PW0.3,0.5880702173328207,200,Relu,5,18,1,0.3
17234,PW0.5,0.6332679839336608,200,Relu,15,58,1,0.5
17235,PW0.7,0.07803995707834366,200,Relu,41,123,1,0.7
17236,PW0.9,0.4527205279088866,200,Relu,118,82,1,0.9
17237,AR,0.10567182226838367,200,Relu,1,199,1,0.1
17238,PW0.1,0.8671864174112491,500,Relu,2,4,1,0.1
17239,PW0.3,0.1556320791490573,500,Relu,7,27,1,0.3
17240,PW0.5,0.21520361557258738,500,Relu,23,114,1,0.5
17241,PW0.7,0.22779037406116576,500,Relu,78,284,1,0.7
17242,PW0.9,0.3436939459817383,500,Relu,269,231,1,0.9
17243,AR,0.0852528590055015,500,Relu,1,499,1,0.1
17244,PW0.1,0.8263414283049499,10,Relu,2,4,1,0.1
17245,PW0.3,1.1211223233050105,10,Relu,2,4,1,0.3
17246,PW0.5,1.078434002440022,10,Relu,4,6,1,0.5
17247,PW0.7,0.9300985437736822,10,Relu,6,4,1,0.7
17248,PW0.9,1.3955252814520334,10,Relu,8,2,1,0.9
17249,AR,0.03162237984419658,10,Relu,1,9,1,0.1
17250,PW0.1,1.7602655644127285,20,Relu,2,4,1,0.1
17251,PW0.3,0.955973291944602,20,Relu,3,6,1,0.3
17252,PW0.5,1.0764035676264765,20,Relu,5,9,1,0.5
17253,PW0.7,0.43718357868754065,20,Relu,9,11,1,0.7
17254,PW0.9,1.172566292922288,20,Relu,15,5,1,0.9
17255,AR,0.658488891232186,20,Relu,1,19,1,0.1
17256,PW0.1,1.1596578601986813,50,Relu,2,4,1,0.1
17257,PW0.3,0.4840205381691529,50,Relu,4,10,1,0.3
17258,PW0.5,0.0883659312149856,50,Relu,8,24,1,0.5
17259,PW0.7,0.2580173217460411,50,Relu,16,32,1,0.7
17260,PW0.9,1.614819399515186,50,Relu,34,16,1,0.9
17261,AR,0.16921428902503255,50,Relu,1,49,1,0.1
17262,PW0.1,0.7272097873873546,100,Relu,2,4,1,0.1
17263,PW0.3,0.5150843978909725,100,Relu,4,12,1,0.3
17264,PW0.5,0.9475651651012065,100,Relu,11,36,1,0.5
17265,PW0.7,0.23185658753603722,100,Relu,26,58,1,0.7
17266,PW0.9,1.1429348275018585,100,Relu,64,36,1,0.9
17267,AR,0.007924570440235534,100,Relu,1,99,1,0.1
17268,PW0.1,1.7853182627155082,200,Relu,2,4,1,0.1
17269,PW0.3,0.5880285528631237,200,Relu,5,17,1,0.3
17270,PW0.5,0.37149110493068616,200,Relu,15,59,1,0.5
17271,PW0.7,0.4137438205618089,200,Relu,41,123,1,0.7
17272,PW0.9,1.047359417705854,200,Relu,118,82,1,0.9
17273,AR,0.14504946331686863,200,Relu,1,199,1,0.1
17274,PW0.1,0.9685072091944353,500,Relu,2,4,1,0.1
17275,PW0.3,0.9398637612364533,500,Relu,7,28,1,0.3
17276,PW0.5,0.19639132265922843,500,Relu,23,114,1,0.5
17277,PW0.7,0.16318958403456119,500,Relu,78,289,1,0.7
17278,PW0.9,0.8996429718589347,500,Relu,269,231,1,0.9
17279,AR,0.1581932640121151,500,Relu,1,499,1,0.1
17280,PW0.1,0.564228302322799,10,Relu,2,4,1,0.1
17281,PW0.3,1.6153415119069645,10,Relu,2,4,1,0.3
17282,PW0.5,0.11427079054049316,10,Relu,4,6,1,0.5
17283,PW0.7,0.7124662033480811,10,Relu,6,4,1,0.7
17284,PW0.9,1.052212802810371,10,Relu,8,2,1,0.9
17285,AR,0.8671930489794679,10,Relu,1,9,1,0.1
17286,PW0.1,2.688332675755511,20,Relu,2,4,1,0.1
17287,PW0.3,0.03764686909232767,20,Relu,3,6,1,0.3
17288,PW0.5,0.319271705903809,20,Relu,5,12,1,0.5
17289,PW0.7,1.2271865783492657,20,Relu,9,11,1,0.7
17290,PW0.9,1.0229017757495082,20,Relu,15,5,1,0.9
17291,AR,0.4107839313714516,20,Relu,1,19,1,0.1
17292,PW0.1,0.9215888270916841,50,Relu,2,4,1,0.1
17293,PW0.3,0.8444055063844693,50,Relu,4,11,1,0.3
17294,PW0.5,0.4882730240375436,50,Relu,8,22,1,0.5
17295,PW0.7,0.2497821857848318,50,Relu,16,33,1,0.7
17296,PW0.9,0.5042719442132183,50,Relu,34,16,1,0.9
17297,AR,0.6671955118552656,50,Relu,1,49,1,0.1
17298,PW0.1,0.7264003797512233,100,Relu,2,4,1,0.1
17299,PW0.3,1.6393941571272197,100,Relu,4,12,1,0.3
17300,PW0.5,0.3705612943139055,100,Relu,11,37,1,0.5
17301,PW0.7,0.07178078208126587,100,Relu,26,61,1,0.7
17302,PW0.9,0.7425992452613928,100,Relu,64,36,1,0.9
17303,AR,0.33043564747246007,100,Relu,1,99,1,0.1
17304,PW0.1,1.0976587540887242,200,Relu,2,4,1,0.1
17305,PW0.3,1.261881070825875,200,Relu,5,18,1,0.3
17306,PW0.5,0.4281652617265138,200,Relu,15,57,1,0.5
17307,PW0.7,0.4801422781584409,200,Relu,41,119,1,0.7
17308,PW0.9,0.5373008965126652,200,Relu,118,82,1,0.9
17309,AR,0.3806047275733373,200,Relu,1,199,1,0.1
17310,PW0.1,0.13267553455651288,500,Relu,2,4,1,0.1
17311,PW0.3,1.1395788852235729,500,Relu,7,28,1,0.3
17312,PW0.5,0.18757591643286176,500,Relu,23,110,1,0.5
17313,PW0.7,0.2972104455882879,500,Relu,78,283,1,0.7
17314,PW0.9,0.5716763683848967,500,Relu,269,231,1,0.9
17315,AR,0.11788475356388695,500,Relu,1,499,1,0.1
17316,PW0.1,0.4013938087566542,10,Relu,2,4,1,0.1
17317,PW0.3,0.3895519465086392,10,Relu,2,4,1,0.3
17318,PW0.5,0.05441728684353753,10,Relu,4,6,1,0.5
17319,PW0.7,0.6368888549312359,10,Relu,6,4,1,0.7
17320,PW0.9,1.0091889401277643,10,Relu,8,2,1,0.9
17321,AR,0.31328027828083593,10,Relu,1,9,1,0.1
17322,PW0.1,0.35955986909719684,20,Relu,2,4,1,0.1
17323,PW0.3,0.2985775136690971,20,Relu,3,5,1,0.3
17324,PW0.5,0.08404295375026272,20,Relu,5,11,1,0.5
17325,PW0.7,0.4446705790802885,20,Relu,9,11,1,0.7
17326,PW0.9,0.8001179719796394,20,Relu,15,5,1,0.9
17327,AR,0.5013003202846125,20,Relu,1,19,1,0.1
17328,PW0.1,0.581028620668727,50,Relu,2,4,1,0.1
17329,PW0.3,0.45755704873732794,50,Relu,4,11,1,0.3
17330,PW0.5,0.3498354598819917,50,Relu,8,23,1,0.5
17331,PW0.7,0.3476335405136153,50,Relu,16,29,1,0.7
17332,PW0.9,0.7503484071316195,50,Relu,34,16,1,0.9
17333,AR,0.036343573516400385,50,Relu,1,49,1,0.1
17334,PW0.1,0.5693908995331514,100,Relu,2,4,1,0.1
17335,PW0.3,0.15879343370698162,100,Relu,4,12,1,0.3
17336,PW0.5,0.4834483933413143,100,Relu,11,36,1,0.5
17337,PW0.7,0.07398428727294126,100,Relu,26,56,1,0.7
17338,PW0.9,0.5529703609867465,100,Relu,64,36,1,0.9
17339,AR,0.16659244795799077,100,Relu,1,99,1,0.1
17340,PW0.1,0.9834989542192121,200,Relu,2,4,1,0.1
17341,PW0.3,0.6110130775972475,200,Relu,5,18,1,0.3
17342,PW0.5,0.39379725633029783,200,Relu,15,61,1,0.5
17343,PW0.7,0.16335864004309575,200,Relu,41,122,1,0.7
17344,PW0.9,0.6426406569696987,200,Relu,118,82,1,0.9
17345,AR,0.008296264809437126,200,Relu,1,199,1,0.1
17346,PW0.1,0.015892554191278663,500,Relu,2,4,1,0.1
17347,PW0.3,0.028856768615032724,500,Relu,7,27,1,0.3
17348,PW0.5,0.0424770330169566,500,Relu,23,113,1,0.5
17349,PW0.7,0.15318790630503498,500,Relu,78,286,1,0.7
17350,PW0.9,0.3894459013821501,500,Relu,269,231,1,0.9
17351,AR,0.04747685878385699,500,Relu,1,499,1,0.1
17352,PW0.1,1.2080164044555466,10,Relu,2,4,1,0.1
17353,PW0.3,0.6515640756446957,10,Relu,2,4,1,0.3
17354,PW0.5,0.26709932464226416,10,Relu,4,6,1,0.5
17355,PW0.7,0.44980153071388185,10,Relu,6,4,1,0.7
17356,PW0.9,0.14064375549475316,10,Relu,8,2,1,0.9
17357,AR,0.0199848309727802,10,Relu,1,9,1,0.1
17358,PW0.1,1.4886096977872398,20,Relu,2,4,1,0.1
17359,PW0.3,0.4438524993776104,20,Relu,3,6,1,0.3
17360,PW0.5,0.4151926041640589,20,Relu,5,11,1,0.5
17361,PW0.7,0.4483271792654453,20,Relu,9,11,1,0.7
17362,PW0.9,0.15607134644223328,20,Relu,15,5,1,0.9
17363,AR,0.28963520999059267,20,Relu,1,19,1,0.1
17364,PW0.1,0.4491410069248833,50,Relu,2,4,1,0.1
17365,PW0.3,0.9238803999690233,50,Relu,4,10,1,0.3
17366,PW0.5,0.1644052555738742,50,Relu,8,22,1,0.5
17367,PW0.7,0.10665047730184624,50,Relu,16,30,1,0.7
17368,PW0.9,0.22314183266016474,50,Relu,34,16,1,0.9
17369,AR,0.13178890179734137,50,Relu,1,49,1,0.1
17370,PW0.1,0.3700823572051415,100,Relu,2,4,1,0.1
17371,PW0.3,0.5725868853389822,100,Relu,4,11,1,0.3
17372,PW0.5,0.006518957155624894,100,Relu,11,36,1,0.5
17373,PW0.7,0.47011557273326043,100,Relu,26,63,1,0.7
17374,PW0.9,0.11140332506384243,100,Relu,64,36,1,0.9
17375,AR,0.1485082069367371,100,Relu,1,99,1,0.1
17376,PW0.1,0.0913322551953985,200,Relu,2,4,1,0.1
17377,PW0.3,0.33170304844746445,200,Relu,5,18,1,0.3
17378,PW0.5,0.2315002470459746,200,Relu,15,60,1,0.5
17379,PW0.7,0.08619097974267326,200,Relu,41,121,1,0.7
17380,PW0.9,0.22333591563834676,200,Relu,118,82,1,0.9
17381,AR,0.2523187495437481,200,Relu,1,199,1,0.1
17382,PW0.1,0.3558863867027961,500,Relu,2,4,1,0.1
17383,PW0.3,0.20083468375294888,500,Relu,7,28,1,0.3
17384,PW0.5,0.28930793538306265,500,Relu,23,114,1,0.5
17385,PW0.7,0.014597986988727107,500,Relu,78,288,1,0.7
17386,PW0.9,0.10617713539584178,500,Relu,269,231,1,0.9
17387,AR,0.04524175081450016,500,Relu,1,499,1,0.1
17388,PW0.1,0.12927282066158785,10,Relu,2,4,1,0.1
17389,PW0.3,0.8305200402000509,10,Relu,2,4,1,0.3
17390,PW0.5,0.6473527000391943,10,Relu,4,6,1,0.5
17391,PW0.7,0.4989968698000394,10,Relu,6,4,1,0.7
17392,PW0.9,0.290713178846286,10,Relu,8,2,1,0.9
17393,AR,0.39735285597994635,10,Relu,1,9,1,0.1
17394,PW0.1,0.5827993364410262,20,Relu,2,4,1,0.1
17395,PW0.3,1.1270223176619683,20,Relu,3,6,1,0.3
17396,PW0.5,0.8327100411390713,20,Relu,5,14,1,0.5
17397,PW0.7,0.061284067551545585,20,Relu,9,11,1,0.7
17398,PW0.9,0.366217138241697,20,Relu,15,5,1,0.9
17399,AR,0.7376974703226655,20,Relu,1,19,1,0.1
17400,PW0.1,0.5146543146265248,50,Relu,2,4,1,0.1
17401,PW0.3,0.886940684718831,50,Relu,4,11,1,0.3
17402,PW0.5,0.43613109015161333,50,Relu,8,20,1,0.5
17403,PW0.7,0.03541257444585544,50,Relu,16,32,1,0.7
17404,PW0.9,0.1515079349363455,50,Relu,34,16,1,0.9
17405,AR,0.012574968400048236,50,Relu,1,49,1,0.1
17406,PW0.1,0.45432083163883985,100,Relu,2,4,1,0.1
17407,PW0.3,0.08583671211837252,100,Relu,4,12,1,0.3
17408,PW0.5,0.023152144810316133,100,Relu,11,34,1,0.5
17409,PW0.7,0.27269476394521797,100,Relu,26,61,1,0.7
17410,PW0.9,0.2690096259635226,100,Relu,64,36,1,0.9
17411,AR,0.0020817776863527593,100,Relu,1,99,1,0.1
17412,PW0.1,1.0058886028546596,200,Relu,2,4,1,0.1
17413,PW0.3,0.00786123369655034,200,Relu,5,18,1,0.3
17414,PW0.5,0.10759326645754297,200,Relu,15,59,1,0.5
17415,PW0.7,0.1261478812565845,200,Relu,41,124,1,0.7
17416,PW0.9,0.1774076073093631,200,Relu,118,82,1,0.9
17417,AR,0.08501655250687212,200,Relu,1,199,1,0.1
17418,PW0.1,1.675713919972816,500,Relu,2,4,1,0.1
17419,PW0.3,0.46079153723733546,500,Relu,7,26,1,0.3
17420,PW0.5,0.19888695535497003,500,Relu,23,112,1,0.5
17421,PW0.7,0.09333063173464706,500,Relu,78,286,1,0.7
17422,PW0.9,0.16670073841671207,500,Relu,269,231,1,0.9
17423,AR,0.0009466176489948408,500,Relu,1,499,1,0.1
17424,PW0.1,0.036411254970929896,10,Relu,2,4,1,0.1
17425,PW0.3,1.7268016279954268,10,Relu,2,4,1,0.3
17426,PW0.5,0.3740109018742621,10,Relu,4,5,1,0.5
17427,PW0.7,0.958410016711857,10,Relu,6,4,1,0.7
17428,PW0.9,1.0568440040727842,10,Relu,8,2,1,0.9
17429,AR,0.3495995032412269,10,Relu,1,9,1,0.1
17430,PW0.1,1.3931053681660601,20,Relu,2,4,1,0.1
17431,PW0.3,2.2604314585955323,20,Relu,3,6,1,0.3
17432,PW0.5,0.9008159487463145,20,Relu,5,11,1,0.5
17433,PW0.7,0.8246055380254527,20,Relu,9,11,1,0.7
17434,PW0.9,0.9168149679782096,20,Relu,15,5,1,0.9
17435,AR,0.2666461716081874,20,Relu,1,19,1,0.1
17436,PW0.1,0.30452562426313534,50,Relu,2,4,1,0.1
17437,PW0.3,0.1869930118081249,50,Relu,4,11,1,0.3
17438,PW0.5,0.4439793747449934,50,Relu,8,20,1,0.5
17439,PW0.7,0.09942976407318405,50,Relu,16,31,1,0.7
17440,PW0.9,0.6619604406291335,50,Relu,34,16,1,0.9
17441,AR,0.010431596905578822,50,Relu,1,49,1,0.1
17442,PW0.1,0.16186757272554697,100,Relu,2,4,1,0.1
17443,PW0.3,1.5791852587843098,100,Relu,4,12,1,0.3
17444,PW0.5,0.24000766139174434,100,Relu,11,36,1,0.5
17445,PW0.7,0.9753455963860982,100,Relu,26,60,1,0.7
17446,PW0.9,0.5748415099104196,100,Relu,64,36,1,0.9
17447,AR,0.21518596497142428,100,Relu,1,99,1,0.1
17448,PW0.1,1.6714664204552903,200,Relu,2,4,1,0.1
17449,PW0.3,0.27433661647230845,200,Relu,5,18,1,0.3
17450,PW0.5,0.1463711104215144,200,Relu,15,60,1,0.5
17451,PW0.7,0.3182575842488147,200,Relu,41,119,1,0.7
17452,PW0.9,0.7618162570513385,200,Relu,118,82,1,0.9
17453,AR,0.06100287311994457,200,Relu,1,199,1,0.1
17454,PW0.1,0.5952665203262109,500,Relu,2,4,1,0.1
17455,PW0.3,0.15592719137126743,500,Relu,7,29,1,0.3
17456,PW0.5,0.29690405531952946,500,Relu,23,111,1,0.5
17457,PW0.7,0.049822523031505916,500,Relu,78,282,1,0.7
17458,PW0.9,0.6830749480525546,500,Relu,269,231,1,0.9
17459,AR,0.08112859113082216,500,Relu,1,499,1,0.1
17460,PW0.1,1.1336344534138927,10,Relu,2,4,1,0.1
17461,PW0.3,0.3925640316670389,10,Relu,2,4,1,0.3
17462,PW0.5,0.4935629701938735,10,Relu,4,5,1,0.5
17463,PW0.7,1.4418269130688048,10,Relu,6,4,1,0.7
17464,PW0.9,1.1058139856987197,10,Relu,8,2,1,0.9
17465,AR,1.338281233665528,10,Relu,1,9,1,0.1
17466,PW0.1,1.4165734877546523,20,Relu,2,4,1,0.1
17467,PW0.3,1.241497577483964,20,Relu,3,6,1,0.3
17468,PW0.5,0.17501748872363754,20,Relu,5,10,1,0.5
17469,PW0.7,0.8683306944666225,20,Relu,9,11,1,0.7
17470,PW0.9,0.8191429354873856,20,Relu,15,5,1,0.9
17471,AR,0.6180477504063782,20,Relu,1,19,1,0.1
17472,PW0.1,0.2303354153123056,50,Relu,2,4,1,0.1
17473,PW0.3,0.09811906546340543,50,Relu,4,10,1,0.3
17474,PW0.5,0.16556336696551632,50,Relu,8,22,1,0.5
17475,PW0.7,0.6268276549984284,50,Relu,16,30,1,0.7
17476,PW0.9,0.6993490094450374,50,Relu,34,16,1,0.9
17477,AR,0.6669256540004205,50,Relu,1,49,1,0.1
17478,PW0.1,1.4607753965957615,100,Relu,2,4,1,0.1
17479,PW0.3,0.36002173839745755,100,Relu,4,12,1,0.3
17480,PW0.5,0.5931625196797392,100,Relu,11,35,1,0.5
17481,PW0.7,0.2906559885287434,100,Relu,26,65,1,0.7
17482,PW0.9,1.242221812402552,100,Relu,64,36,1,0.9
17483,AR,0.35945851654208205,100,Relu,1,99,1,0.1
17484,PW0.1,0.34560568307439876,200,Relu,2,4,1,0.1
17485,PW0.3,1.3880817075398033,200,Relu,5,18,1,0.3
17486,PW0.5,0.19646453124961782,200,Relu,15,60,1,0.5
17487,PW0.7,0.2551757216307622,200,Relu,41,117,1,0.7
